Gender,Age,Height,Weight,FHWOW,FAVC,NO_OF_MEALS,PRIMARY_MEALS,WATERINTAKE,FAF,WeightClasses
Male,25.95383,1.65731,90,yes,yes,2,3,3,0,Obesity
Male,26.826961,1.673287,90,yes,yes,2,3,3,1,Obesity
Female,23.803904,1.581527,78.089575,yes,yes,2,1,2,0,Obesity
Female,23.652435,1.562724,80.535698,yes,yes,2,1,2,0,Obesity
Male,20.677105,1.781251,102.950929,yes,yes,2,3,1.618189,1,Obesity
Male,21.797388,1.775584,103.605896,yes,yes,2.121909,3,2.500556,1,Obesity
Male,22.719385,1.746645,96.875502,yes,yes,2,3,2.714091,3,Obesity
Male,22.177099,1.741353,96.738014,yes,yes,2,3,2.697661,3,Obesity
Female,23.099906,1.571812,78.997166,yes,yes,2,1,2,0,Obesity
Female,24.17851,1.589027,80.553067,yes,yes,2,1,2,0,Obesity
Male,20.924808,1.803245,105.686091,yes,yes,2,3,2.290368,0,Obesity
Male,20.975973,1.792646,105.619143,yes,yes,2,3,1.025275,0,Obesity
Male,21.856301,1.87199,115.627554,yes,yes,2,2.358455,2.515765,1,Obesity
Male,18.140751,1.859056,111.235188,yes,yes,2,1.706551,2.039514,1,Obesity
Female,18,1.692242,90.019501,yes,yes,2.642744,3,1.904054,2,Obesity
Female,18,1.683,90.924208,yes,yes,2.387426,3,1.77962,1,Obesity
Female,20.206358,1.738397,93.890682,yes,yes,1.996638,3,1.033199,1,Obesity
Female,18.152876,1.694969,92.508122,yes,yes,2.107854,3,1.383894,1,Obesity
Male,22.336216,1.785718,105.055686,yes,yes,2.253707,3,2.524432,1,Obesity
Male,23,1.7425,105.028665,yes,yes,2.393837,3,2.01499,1,Obesity
Male,22.088059,1.803132,106.329569,yes,yes,2.348745,3,2.096751,1,Obesity
Male,23,1.774644,105.966894,yes,yes,2.312825,3,2.073497,1,Obesity
Male,20.993067,1.782269,104.97003,yes,yes,2,3,1.234943,0,Obesity
Male,20.654752,1.780791,102.921218,yes,yes,2,3,1.613829,1,Obesity
Male,21.624552,1.790151,106.320686,yes,yes,2.490776,3,2.654517,0,Obesity
Male,21.682636,1.818641,105.496975,yes,yes,2.078082,3,2.895614,0,Obesity
Male,18,1.806827,108.829395,yes,yes,2,1.24884,2.416213,1,Obesity
Male,18,1.811189,108.800964,yes,yes,2,1.250548,2.121176,1,Obesity
Male,18,1.811738,108.897324,yes,yes,2,1.202179,2.36293,1,Obesity
Male,18,1.799779,108.934574,yes,yes,2,1.194815,2.434832,1,Obesity
Female,19.374207,1.632605,82,yes,yes,2.805512,2.880817,1.001307,0,Obesity
Female,19.275687,1.623377,82.851318,yes,yes,1.276858,2.918124,1.403784,1,Obesity
Female,22.956845,1.618686,81.281578,yes,yes,2.396265,1.073421,1.979833,0,Obesity
Female,22.829681,1.616085,82.582954,yes,yes,2.663866,1.416309,2.379275,0,Obesity
Male,22.200779,1.769328,105.000576,yes,yes,2.685484,3,2.649459,1,Obesity
Male,21.688557,1.807029,105.696358,yes,yes,2.055209,3,2.885852,1,Obesity
Male,20.803186,1.882533,117.468516,yes,yes,2,2.18162,2.325091,1,Obesity
Male,19.515324,1.879144,112.932984,yes,yes,2,2.152733,2.53369,1,Obesity
Male,21.962219,1.931263,118.20313,yes,yes,2,3,3,1,Obesity
Male,20.534089,1.861358,115.39792,yes,yes,2,3,3,1,Obesity
Female,39.29266,1.567131,80,yes,yes,2.025479,1.046144,1.941224,2,Obesity
Female,37.872971,1.565366,80,yes,yes,2.002564,1.974233,1.935398,2,Obesity
Female,37.613378,1.516007,77.033049,yes,yes,2,2.880794,1.61837,0,Obesity
Female,37.471683,1.549812,76.082517,yes,yes,2,2.765213,1.551266,1,Obesity
Male,18.611197,1.714143,96.568814,yes,yes,2,2.967089,2,0,Obesity
Male,17.412629,1.723191,97.350366,yes,yes,2,3,2,0,Obesity
Female,39.12631,1.562889,76.65949,yes,yes,2,3,1.440526,0,Obesity
Female,37.063599,1.502609,75.279605,yes,yes,2,3,1.759803,0,Obesity
Female,41.318302,1.544937,77.053948,yes,yes,2,3,2.090413,0,Obesity
Female,43.726081,1.592316,77.00103,yes,yes,2,3,2.806922,0,Obesity
Male,18,1.787733,108.019211,yes,yes,2,2.37985,2.616138,1,Obesity
Male,18,1.782722,108.044313,yes,yes,2,2.655265,2.297896,1,Obesity
Male,18,1.797523,108.316462,yes,yes,2,1.941307,2.708168,1,Obesity
Male,18,1.803527,108.251044,yes,yes,2,1.709546,2.530157,1,Obesity
Male,29.409825,1.801224,108.15619,yes,yes,2.385502,2.883984,2.140544,1,Obesity
Male,28.421533,1.829239,107.10819,yes,yes,2.465575,2.935381,2.480555,1,Obesity
Female,18,1.692913,89.93889,yes,yes,2.818502,3,1.991251,1,Obesity
Female,18,1.668555,85.607466,yes,yes,2.081238,3,1.18363,1,Obesity
Male,23.246702,1.652971,93.310284,yes,yes,1.368978,3,1.953152,0,Obesity
Male,24.481032,1.661277,90.744965,yes,yes,1.712848,3,1.162153,0,Obesity
Male,29,1.641784,89.424947,yes,yes,1.3307,3,1.880967,0,Obesity
Male,27.968765,1.673767,89.995034,yes,yes,1.961069,3,2.652327,1,Obesity
Female,18.024744,1.617192,83.121811,yes,yes,2.976509,3,1.022705,1,Obesity
Female,18.10682,1.602129,82.412665,yes,yes,2.319648,3,1.107164,1,Obesity
Male,21.379676,1.701413,96.710735,yes,yes,2,2.961192,2.623344,1,Obesity
Male,21.353237,1.709731,95.032177,yes,yes,2,2.973476,2,0,Obesity
Male,20.338815,1.698829,98.572753,yes,yes,2,2.392811,2,0,Obesity
Male,20.720639,1.705304,99.873716,yes,yes,2,1.293342,2,0,Obesity
Female,19.045357,1.61291,82.193405,yes,yes,1.261288,2.930044,1.166655,0,Obesity
Female,18.945961,1.605469,82.039,yes,yes,2.76533,3,1.048584,0,Obesity
Male,18.88061,1.80416,104.40682,yes,yes,2,3,3,2,Obesity
Male,19.850524,1.785062,104.187314,yes,yes,2,3,2.15157,2,Obesity
Male,30.200946,1.755926,112.289883,yes,yes,2.317734,3,2.152736,0,Obesity
Male,25.314589,1.787802,115.127662,yes,yes,1.588114,3,2.115967,2,Obesity
Male,37.186795,1.704877,107.94747,yes,yes,2.549782,3.985442,1,2,Obesity
Male,32.707653,1.695347,102.810704,yes,yes,2.795086,2.129909,1,2,Obesity
Male,27.562425,1.908608,128.828122,yes,yes,2.206276,3,1.813082,2,Obesity
Male,30.421596,1.819296,122.137917,yes,yes,2,3,1.984323,1,Obesity
Male,26.945139,1.773259,118.154345,yes,no,2.18354,3,2.277937,1,Obesity
Male,34.139453,1.774647,120.151967,yes,no,2.962415,3,2.172649,1,Obesity
Male,26.225442,1.773664,116.160329,yes,yes,2.442536,3,2.174371,0,Obesity
Male,28.363149,1.793476,112.725005,yes,yes,1.99124,3,2,0,Obesity
Male,27.991467,1.82559,120.860386,yes,yes,3,3,3,1,Obesity
Male,25.498751,1.885543,121.253083,yes,yes,2.408561,3,2.851904,1,Obesity
Male,30.605225,1.75,120,yes,yes,2.758394,3,2.174248,1,Obesity
Male,31.457413,1.87407,128.867444,yes,yes,2.956297,3,1.2751,1,Obesity
Male,24.82929,1.755967,112.256165,yes,yes,1.369529,3,2,2,Obesity
Male,24.739421,1.757069,117.298233,yes,yes,1.392665,3,2,1,Obesity
Male,41,1.75,116.594351,yes,yes,2,2.831771,1.725226,0,Obesity
Male,27.83173,1.704028,101.634313,yes,yes,2.630401,1,1,0,Obesity
Male,23.260061,1.849003,121.414744,yes,yes,3,2.595126,2.054072,1,Obesity
Male,22.705772,1.841989,122.024954,yes,yes,3,2.52751,1.645338,1,Obesity
Male,24.041043,1.613491,98.490766,yes,yes,3,2.120936,1,2,Obesity
Male,20.013906,1.647821,106.509947,yes,yes,2.869778,1.468948,1.656082,0,Obesity
Male,30.02019,1.75834,112.010504,yes,yes,1.868212,3,2.023328,0,Obesity
Male,25.15462,1.758398,112.089022,yes,yes,1.108663,3,2,1,Obesity
Male,30.870724,1.670774,101.626189,yes,yes,2.907744,3.990925,1,2,Obesity
Male,28.712995,1.665585,98.66176,yes,yes,2.95801,2.834253,1,2,Obesity
Male,30.710511,1.914186,129.852531,yes,yes,2.197261,3,1.11184,1,Obesity
Male,29.827481,1.899588,124.269251,yes,yes,2.048962,3,2.822871,1,Obesity
Male,31.86893,1.75,118.102897,yes,yes,2.139196,3,2.04843,0,Obesity
Male,36.542885,1.75,119.434645,yes,yes,2.72989,3,2.030084,1,Obesity
Male,21.556361,1.773664,116.160329,yes,yes,2,3,2,1,Obesity
Male,23.963649,1.792998,116.102615,yes,yes,1.994679,3,2,1,Obesity
Male,24.145295,1.82559,120.860386,yes,yes,2.403421,3,2.490613,2,Obesity
Male,25.2984,1.827279,120.996074,yes,yes,3,3,3,1,Obesity
Male,31.755387,1.775416,121.204668,yes,yes,2.758394,3,2.161303,0,Obesity
Male,30.62865,1.766975,118.363376,yes,yes,2.964319,3,2.377257,1,Obesity
Male,23.454558,1.754218,117.384745,yes,yes,1.617093,3,2,2,Obesity
Male,23.432227,1.754996,119.087557,yes,yes,1.631144,3,2,2,Obesity
Male,40.50021,1.748103,108.308112,yes,yes,2.317459,3.734323,1,2,Obesity
Male,34.576714,1.73325,103.669116,yes,yes,2.501224,2.049565,1,2,Obesity
Male,22.276969,1.84995,121.786485,yes,yes,3,2.272214,1.555534,0,Obesity
Male,21.963787,1.849601,122.333425,yes,yes,3,2.218285,1.340117,0,Obesity
Male,24.001685,1.606066,99.961731,yes,yes,3,1.418833,1,1,Obesity
Male,20.027764,1.611434,103.175516,yes,yes,2.983042,1.109956,1.430444,0,Obesity
Male,28.704462,1.762887,113.90198,yes,yes,2.323351,3,2.165048,0,Obesity
Male,26.774115,1.755938,112.287678,yes,yes,1.428289,3,2.117733,0,Obesity
Male,25.539411,1.787052,115.428276,yes,yes,1.992889,3,2.141271,1,Obesity
Male,25.300208,1.765258,114.330023,yes,yes,1.562804,3,2.075493,2,Obesity
Male,31.194458,1.726279,110.714711,yes,yes,1.794825,3.914454,1.972016,1,Obesity
Male,40.794057,1.735851,109.889334,yes,yes,2.305349,3.169089,1.02161,1,Obesity
Male,33.55336,1.699793,103.841672,yes,yes,2.576449,2.419656,1,2,Obesity
Male,30.304203,1.703202,103.0344,yes,yes,2.754645,2.175432,1.541733,0,Obesity
Male,30.958051,1.906821,128.856677,yes,yes,2.633855,3,1.619305,2,Obesity
Male,29.429687,1.910987,129.935666,yes,yes,2.200588,3,1.295697,1,Obesity
Male,30.520854,1.784049,120.644178,yes,yes,2.499108,3,2.040952,1,Obesity
Male,30.610436,1.783914,120.549592,yes,yes,2.05687,3,2.358088,0,Obesity
Male,26.740655,1.863883,120.202596,yes,yes,2.247795,3,2.816015,1,Obesity
Male,26.680376,1.812259,118.277657,yes,yes,2.239634,3,2.684264,1,Obesity
Male,37.056193,1.75015,118.206565,yes,yes,2.09283,3,2.077704,1,Obesity
Male,28.825279,1.815347,120.399758,yes,yes,2.9673,3,2.530035,1,Obesity
Male,25.883749,1.767077,114.133149,yes,yes,2.225731,3,2.154326,1,Obesity
Male,25.486521,1.762461,115.531622,yes,yes,2.178308,3,2.165804,1,Obesity
Male,29.883021,1.779049,112.438508,yes,yes,2.065752,3,2.078297,0,Obesity
Male,26.957645,1.780731,112.957922,yes,yes,2.263245,3,2.092509,0,Obesity
Male,26.490926,1.872517,120.898397,yes,yes,2.443538,3,2.939492,1,Obesity
Male,27.558801,1.801224,119.050381,yes,yes,2.744994,3,2.478838,1,Obesity
Male,22.908879,1.876898,121.277832,yes,yes,2.630137,2.806298,1.970508,1,Obesity
Male,24.201622,1.77558,120.589419,yes,yes,2.113843,3,2.316069,2,Obesity
Male,31.689773,1.76569,120.082941,yes,yes,2.821727,3,2.173279,1,Obesity
Male,30.242597,1.759772,118.382361,yes,yes,2.312528,3,2.208068,1,Obesity
Male,31.346845,1.823545,126.460936,yes,yes,2.938801,3,1.478994,1,Obesity
Male,30.577343,1.868923,125.064264,yes,yes,2.050619,3,1.515183,1,Obesity
Male,25.124595,1.77151,113.207124,yes,yes,1.457758,3,2.020249,2,Obesity
Male,25.509034,1.77219,114.097656,yes,yes,2.19331,3,2.089983,1,Obesity
Male,25.478662,1.858265,117.57457,yes,yes,2.028571,3,2.530428,1,Obesity
Male,25.100513,1.830596,118.424156,yes,yes,1.455602,3,2.363307,1,Obesity
Male,38.523646,1.765836,118.533246,yes,yes,2.177896,2.987652,1.745095,1,Obesity
Male,38.71216,1.770278,117.29188,yes,yes,2.252382,2.842848,1.879381,1,Obesity
Male,25.717522,1.673491,103.706181,yes,yes,2.668949,1.134321,1.279443,0,Obesity
Male,32.259623,1.703346,102.686239,yes,yes,2.723953,1.924168,1,2,Obesity
Male,23.47007,1.842906,121.142535,yes,yes,3,2.701689,2.738485,1,Obesity
Male,24.408805,1.779547,118.740035,yes,yes,2.736298,2.992903,2.045561,1,Obesity
Male,24.443011,1.873368,121.82962,yes,yes,2.722161,2.658837,2.375707,1,Obesity
Male,22.906342,1.755902,120.021161,yes,yes,2.971574,2.80742,1.962646,2,Obesity
Male,24.007488,1.617655,100.941357,yes,yes,2.871016,1.834472,1.016585,0,Obesity
Male,30.686701,1.644517,100.004418,yes,yes,2.96405,2.123138,1,2,Obesity
Male,20.184451,1.701284,104.578255,yes,yes,2.653721,1.265463,1.368457,0,Obesity
Male,25.447208,1.65891,104.548794,yes,yes,2.859097,1.340361,1.530508,0,Obesity
Male,30.002029,1.759324,112.000381,yes,yes,1.572036,3,2.003563,0,Obesity
Male,30.188303,1.758382,112.10074,yes,yes,1.387489,3,2.017712,0,Obesity
Male,24.244029,1.622297,99.982541,yes,yes,2.941929,3.989492,1.014135,2,Obesity
Male,24.521879,1.623278,97.582959,yes,yes,2.973569,2.650088,1.003063,2,Obesity
Male,29.721964,1.918859,129.991623,yes,yes,2.041376,3,1.120213,1,Obesity
Male,29.906575,1.913252,129.232216,yes,yes,2.02472,3,1.800335,1,Obesity
Male,37.084742,1.75,118.07381,yes,yes,2.133964,3,2.008361,0,Obesity
Male,39.08886,1.75,119.029103,yes,yes,2.702457,3,2.005194,0,Obesity
Male,22.658572,1.784994,113.714521,yes,yes,1.760038,3,2.003531,1,Obesity
Male,22.889099,1.792533,116.157766,yes,yes,1.996646,3,2,2,Obesity
Male,24.63474,1.829757,120.980508,yes,yes,2.644094,3,2.740525,2,Obesity
Male,24.920362,1.796415,120.988454,yes,yes,2.475892,3,2.949356,2,Obesity
Male,31.783845,1.75,120,yes,yes,2.941627,3,2.318134,1,Obesity
Male,31.627962,1.762389,118.548733,yes,yes,2.998441,3,2.462916,1,Obesity
Male,22.976188,1.825718,121.236915,yes,yes,2.397284,2.89292,1.983973,2,Obesity
Male,22.977357,1.839699,120.431551,yes,yes,2.382705,2.938902,1.999278,2,Obesity
Male,40.973007,1.749405,109.908779,yes,yes,2.176317,2.986637,1.015672,1,Obesity
Male,41,1.75,115.806977,yes,yes,2,2.701521,1.142644,1,Obesity
Male,21.721507,1.849998,122.119682,yes,yes,3,2.014671,1.292786,0,Obesity
Male,21.544554,1.84998,122.609911,yes,yes,3,1.971659,1.179254,0,Obesity
Male,24.000307,1.607939,100.618239,yes,yes,2.877743,1.311797,1.000463,0,Obesity
Male,24.0409,1.603226,99.605527,yes,yes,3,1.262831,1,1,Obesity
Male,29.509151,1.770663,112.471118,yes,yes,2.303041,3,2.065817,0,Obesity
Male,29.246269,1.758038,112.395309,yes,yes,2.323003,3,2.155558,0,Obesity
Male,25.341399,1.786997,115.025361,yes,yes,1.99953,3,2.111908,1,Obesity
Male,25.314163,1.771837,114.906095,yes,yes,1.585183,3,2.101841,2,Obesity
Male,40.366238,1.722396,109.349025,yes,yes,2.281963,3.770379,1,1,Obesity
Male,33.749594,1.701387,107.025415,yes,yes,2.561638,2.87747,1,2,Obesity
Male,32.867331,1.697421,103.017623,yes,yes,2.600217,2.175153,1,2,Obesity
Male,30.403205,1.696365,102.815983,yes,yes,2.79166,2.13229,1.254589,1,Obesity
Male,29.687488,1.909198,129.679131,yes,yes,2.08868,3,1.520215,2,Obesity
Male,28.992809,1.909105,129.874864,yes,yes,2.206119,3,1.483856,1,Obesity
Male,30.475248,1.801368,121.094257,yes,yes,2.328469,3,2.001208,1,Obesity
Male,30.350516,1.860292,123.721352,yes,yes,2.002784,3,2.292906,1,Obesity
Male,26.684354,1.819535,118.332689,yes,yes,1.975675,3,2.357969,1,Obesity
Male,26.607478,1.793174,118.165082,yes,yes,2.002076,3,2.338373,1,Obesity
Male,33.174147,1.75015,118.299585,yes,yes,2.218599,3,2.104337,1,Obesity
Male,32.29016,1.754956,120.098812,yes,yes,2.9673,3,2.530035,1,Obesity
Male,26.050109,1.773115,115.089316,yes,yes,2.392179,3,2.16467,1,Obesity
Male,25.846279,1.772731,115.828167,yes,yes,2.381164,3,2.170225,1,Obesity
Male,29.620095,1.787933,112.536367,yes,yes,2.008245,3,2.040137,0,Obesity
Male,27.439056,1.785277,112.740797,yes,yes,2.155182,3,2.049079,0,Obesity
Male,28.493397,1.817572,120.8158,yes,yes,2.969233,3,2.807984,1,Obesity
Male,27.474245,1.84342,120.420406,yes,yes,2.765063,3,2.867206,1,Obesity
Male,25.036269,1.874519,121.244969,yes,yes,2.630137,3,2.960088,1,Obesity
Male,24.825398,1.796332,120.901591,yes,yes,2.195964,3,2.514872,2,Obesity
Male,30.493946,1.756221,119.117122,yes,yes,2.619987,3,2.194746,1,Obesity
Male,30.607546,1.757132,118.565568,yes,yes,2.918113,3,2.240463,1,Obesity
Male,31.194323,1.889104,129.157346,yes,yes,2.889485,3,1.279771,1,Obesity
Male,31.36347,1.869323,127.507411,yes,yes,2.939727,3,1.344122,1,Obesity
Male,25.027254,1.757154,112.200812,yes,yes,1.264234,3,2,1,Obesity
Male,25.058566,1.764484,113.234349,yes,yes,1.517912,3,2.038958,2,Obesity
Male,24.417552,1.774775,117.398976,yes,yes,2.23372,2.993634,2.028368,1,Obesity
Male,24.5822,1.769933,117.708705,yes,yes,1.475906,2.999346,2.01943,1,Obesity
Male,40.106145,1.760175,117.651046,yes,yes,2.032883,2.976211,1.726109,0,Obesity
Male,40.174191,1.763029,116.974504,yes,yes,2.046651,2.842035,1.732072,1,Obesity
Male,27.186873,1.679515,102.872802,yes,yes,2.667229,1.09749,1.225958,0,Obesity
Male,30.424369,1.699354,100.176866,yes,yes,2.819934,1.91863,1,1,Obesity
Male,23.141402,1.849307,121.658729,yes,yes,3,2.510135,1.693362,1,Obesity
Male,24.178638,1.86741,121.684311,yes,yes,2.954417,2.65772,2.104696,1,Obesity
Male,22.832105,1.86714,121.835883,yes,yes,2.826251,2.604998,1.842173,1,Obesity
Male,23.083621,1.848553,121.421121,yes,yes,3,2.567567,2.011023,1,Obesity
Male,24.079971,1.61981,98.54302,yes,yes,2.95841,2.434347,1,2,Obesity
Male,26.947786,1.647807,99.592225,yes,yes,2.935157,1.845858,1,1,Obesity
Male,20.101026,1.619128,104.303711,yes,yes,2.870895,1.627555,1.375728,0,Obesity
Male,22.789402,1.64187,104.270062,yes,yes,2.869833,1.569176,1.533682,0,Obesity
Male,28.404332,1.787379,112.173731,yes,yes,1.878251,3,2.022933,0,Obesity
Male,30.003358,1.758355,112.007101,yes,yes,1.750809,3,2.002871,0,Obesity
Male,25.136116,1.76414,113.089716,yes,yes,1.168856,3,2.013205,1,Obesity
Male,25.139466,1.767186,112.226032,yes,yes,1.443674,3,2.002194,1,Obesity
Male,31.743821,1.67782,102.022057,yes,yes,2.826036,2.371658,1,2,Obesity
Male,30.796262,1.668478,100.543983,yes,yes,2.9553,2.378211,1,2,Obesity
Male,28.393111,1.685462,99.540122,yes,yes,2.774562,2.301129,1,2,Obesity
Male,27.93982,1.694642,99.709329,yes,yes,2.772027,2.454432,1,1,Obesity
Male,31.034092,1.886109,129.349471,yes,yes,2.499626,3,1.125338,1,Obesity
Male,30.684347,1.915,129.966428,yes,yes,2.108638,3,1.014876,1,Obesity
Male,30.108216,1.841908,124.070717,yes,yes,2.467548,3,2.66029,1,Obesity
Male,31.347497,1.868127,123.172214,yes,yes,2.585942,3,2.302506,1,Obesity
Male,31.761799,1.751688,119.205308,yes,yes,2.14961,3,2.133876,0,Obesity
Male,30.976932,1.755333,118.237782,yes,yes,2.938616,3,2.06039,0,Obesity
Male,37.588628,1.754217,117.8972,yes,yes,2.535154,2.915921,1.8924,1,Obesity
Male,37.997912,1.76071,118.668332,yes,yes,2.611222,2.992083,1.796376,1,Obesity
Male,21.6548,1.755938,116.311962,yes,yes,1.800122,3,2,2,Obesity
Male,22.829753,1.765137,116.669906,yes,yes,1.482722,3,2,1,Obesity
Male,25.015173,1.788239,115.382519,yes,yes,1.735664,3,2.041536,1,Obesity
Male,23.812795,1.767121,116.164351,yes,yes,1.655684,3,2,1,Obesity
Male,23.975685,1.840039,120.975489,yes,yes,2.598207,2.849347,2.006167,2,Obesity
Male,24.149036,1.824901,120.805715,yes,yes,2.225149,3,2.357978,2,Obesity
Male,25.062942,1.828391,120.998266,yes,yes,3,3,3,2,Obesity
Male,25.140074,1.829529,120.996581,yes,yes,3,3,3,1,Obesity
Male,30.722801,1.779325,120.751656,yes,yes,2.519592,3,2.229145,0,Obesity
Male,30.916426,1.781139,120.794535,yes,yes,2.111887,3,2.357373,0,Obesity
Male,31.010302,1.764166,119.373019,yes,yes,2.970983,3,2.828861,0,Obesity
Male,30.605464,1.754796,118.805937,yes,yes,2.907542,3,2.284494,1,Obesity
Male,24.622054,1.756509,117.368716,yes,yes,1.451337,3,2,1,Obesity
Male,23.745833,1.756772,117.326523,yes,yes,1.537505,3,2,2,Obesity
Male,23.327836,1.754439,119.441207,yes,yes,1.893428,3,2,2,Obesity
Male,23.411141,1.755142,119.192922,yes,yes,2.007845,2.954446,1.968796,2,Obesity
Male,39.825592,1.706741,108.012603,yes,yes,2.487781,3.755976,1,2,Obesity
Male,36.839761,1.74285,106.421042,yes,yes,2.541785,2.902639,1,2,Obesity
Male,33.789301,1.6811,102.523111,yes,yes,2.813775,2.372705,1,2,Obesity
Male,34.161998,1.705682,103.067766,yes,yes,2.562687,2.100918,1.458545,1,Obesity
Male,22.580038,1.849507,121.560938,yes,yes,3,2.272801,1.560064,1,Obesity
Male,22.851721,1.853373,121.737836,yes,yes,2.922511,2.692889,1.809531,0,Obesity
Male,23.254934,1.84753,122.06261,yes,yes,3,2.280545,1.591597,1,Obesity
Male,22.343204,1.87034,121.458232,yes,yes,2.836055,2.675411,1.711666,1,Obesity
Male,24.006271,1.607787,100.783434,yes,yes,2.880759,1.487674,1.01378,1,Obesity
Male,24.001196,1.603091,100.209405,yes,yes,3,1.02075,1,0,Obesity
Male,20.156664,1.620109,103.393354,yes,yes,2.766441,1.240424,1.413218,0,Obesity
Male,23.360307,1.610647,100.642257,yes,yes,2.997524,1.154318,1.238057,1,Obesity
Male,28.986237,1.758618,113.501549,yes,yes,2.320201,3,2.164784,0,Obesity
Male,29.713169,1.763259,113.215814,yes,yes,2.181057,3,2.08554,0,Obesity
Male,27.394123,1.764138,112.323213,yes,yes,1.924632,3,2.006595,0,Obesity
Male,24.912254,1.75596,112.277567,yes,yes,1.397468,3,2.01897,1,Obesity
Male,25.526746,1.783381,115.347176,yes,yes,2.191429,3,2.102709,1,Obesity
Male,25.523127,1.786532,114.534678,yes,yes,2.100177,3,2.099687,1,Obesity
Male,25.822348,1.766626,114.187096,yes,yes,2.075321,3,2.144838,2,Obesity
Male,25.879411,1.765464,114.144378,yes,yes,1.626369,3,2.109697,1,Obesity
Male,30.361365,1.75853,111.635463,yes,yes,1.263216,3.219347,1.981782,0,Obesity
Male,30.451174,1.758539,111.950413,yes,yes,1.067909,3.656401,1.98459,0,Obesity
Male,40.564513,1.748015,109.758736,yes,yes,2.310751,3.220181,1.006643,1,Obesity
Male,40.501722,1.744974,111.169678,yes,yes,2.294259,2.850948,1.87029,1,Obesity
Male,30.315784,1.701566,103.743534,yes,yes,2.57649,2.187145,1.38107,2,Obesity
Male,33.293166,1.696412,103.250355,yes,yes,2.679664,2.415522,1,2,Obesity
Male,30.638944,1.680489,102.004554,yes,yes,2.938687,2.138375,1.251715,1,Obesity
Male,29.791101,1.703317,102.592171,yes,yes,2.654792,1.077331,1.345407,0,Obesity
Male,31.205668,1.877732,127.161381,yes,yes,2.731368,3,1.486824,1,Obesity
Male,30.899219,1.909639,129.013178,yes,yes,2.22259,3,1.591909,1,Obesity
Male,29.669219,1.909188,129.19449,yes,yes,2.432355,3,1.336526,2,Obesity
Male,30.595632,1.910672,129.232708,yes,yes,2.497548,3,1.362583,1,Obesity
Male,30.554956,1.779136,120.60094,yes,yes,2.671238,3,2.145368,1,Obesity
Male,31.571392,1.767485,120.158049,yes,yes,2.57691,3,2.080187,1,Obesity
Male,30.577944,1.783953,120.613561,yes,yes,2.341999,3,2.299878,1,Obesity
Male,30.717727,1.76714,120.344402,yes,yes,2.117121,3,2.193008,1,Obesity
Male,26.734476,1.816197,119.622764,yes,yes,2.247037,3,2.718408,1,Obesity
Male,26.699317,1.839941,119.956651,yes,yes,2.244654,3,2.795752,1,Obesity
Male,25.659092,1.84842,117.631707,yes,yes,2.128574,3,2.531984,1,Obesity
Male,26.348156,1.830317,117.75701,yes,yes,2.068834,3,2.543841,1,Obesity
Male,37.638102,1.750085,118.114184,yes,yes,2.073224,3,2.024035,0,Obesity
Male,37.765356,1.763582,117.86159,yes,yes,2.145114,2.888193,2.038128,1,Obesity
Male,28.255199,1.816547,120.699119,yes,yes,2.997951,3,2.715856,1,Obesity
Male,27.931432,1.805445,119.484614,yes,yes,2.911312,3,2.501808,1,Obesity
Male,25.492855,1.770124,114.163921,yes,yes,2.159033,3,2.116399,1,Obesity
Male,25.550506,1.77274,114.254278,yes,yes,2.175276,3,2.128176,1,Obesity
Male,25.542454,1.763215,115.10813,yes,yes,2.21965,3,2.165408,1,Obesity
Male,25.758307,1.766547,115.45845,yes,yes,2.203962,3,2.15687,1,Obesity
Male,29.981494,1.773181,112.348722,yes,yes,1.947495,3,2.042073,0,Obesity
Male,29.891473,1.76003,112.409191,yes,yes,2.262292,3,2.115354,0,Obesity
Male,26.778684,1.780089,113.15464,yes,yes,2.219186,3,2.092326,1,Obesity
Male,28.377958,1.766946,113.235538,yes,yes,2.314175,3,2.151809,0,Obesity
Male,26.199321,1.885119,121.065052,yes,yes,2.423291,3,2.902682,1,Obesity
Male,27.266287,1.828276,120.872294,yes,yes,2.637202,3,2.966647,1,Obesity
Male,27.635029,1.806227,120.423567,yes,yes,2.974006,3,2.565828,1,Obesity
Male,26.899886,1.812919,119.841446,yes,yes,2.347942,3,2.730663,1,Obesity
Male,22.758998,1.859717,121.284533,yes,yes,2.654076,2.574108,1.78471,1,Obesity
Male,22.771001,1.86516,121.527369,yes,yes,2.739,2.740492,1.824561,1,Obesity
Male,23.826684,1.783609,120.921535,yes,yes,2.591292,2.956422,2.31083,1,Obesity
Male,24.186273,1.794827,120.919703,yes,yes,2.611847,2.749334,2.364849,1,Obesity
Male,30.945369,1.759647,120.009392,yes,yes,2.766612,3,2.173417,1,Obesity
Male,31.490699,1.773521,120.209711,yes,yes,2.777165,3,2.106861,1,Obesity
Male,31.56724,1.753327,118.26569,yes,yes,2.232836,3,2.146398,1,Obesity
Male,30.444081,1.761068,118.370628,yes,yes,2.571274,3,2.224164,1,Obesity
Male,31.199261,1.848845,125.077863,yes,yes,2.49619,3,1.662117,1,Obesity
Male,31.190219,1.842812,125.973927,yes,yes,2.151335,3,1.491169,1,Obesity
Male,30.575349,1.825449,124.95278,yes,yes,2.01695,3,1.83412,1,Obesity
Male,30.702559,1.86198,126.418413,yes,yes,2.927187,3,1.508796,1,Obesity
